Unnamed: 0,Project,project name,source,gis,latitude,longitude,Lat Long Values,new price,old price,type,pincode,address,size,BHK,city,RERA Approved,final_price
2022305,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571.0,,Gated community / Apartment,500094.0,"Sainikpuri, Hyderabad",1000.0,,,yes,8571000.0
2022306,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571.0,,Gated community / Apartment,500094.0,"Sainikpuri, Hyderabad",915.0,,,yes,7842465.0
2022307,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286.0,,Stand Alone / Apartment,500078.0,"Yapral, Hyderabad",1657.5,,,no,15391545.0
2022308,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286.0,,Stand Alone / Apartment,500078.0,"Yapral, Hyderabad",1630.0,,,no,15136180.0
2022309,"GKs Festoon, Sainikpuri, Hyderabad",GKs Festoon,"3rd party, Property Science",,17.49583817,78.53914642,,8571.0,,Gated community / Apartment,500094.0,"Sainikpuri, Hyderabad",926.25,,,yes,7938888.75
2022311,"GK Casa Grande, Yapral, Hyderabad",GK Casa Grande,"3rd party, Property Science",,17.514976,78.540068,,9286.0,,Stand Alone / Apartment,500078.0,"Yapral, Hyderabad",1664.0,,,no,15451904.0
2022314,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,4380.0,,Stand Alone / Apartment,500087.0,Yapral,2197.0,,,no,9622860.0
2022315,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,4380.0,,Stand Alone / Apartment,500087.0,Yapral,1900.0,,,no,8322000.0
2022316,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,7692.0,,Stand Alone / Apartment,500087.0,Yapral,1322.75,,,no,10174593.0
2022317,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,7692.0,,Stand Alone / Apartment,500087.0,Yapral,1264.25,,,no,9724611.0
2022318,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,5252.0,,Stand Alone / Apartment,500087.0,Yapral,630.5,,,no,3311386.0
2022319,", Yapral",,"3rd party, Property Science",,17.50621978,78.54053743,,5252.0,,Stand Alone / Apartment,500087.0,Yapral,630.5,,,no,3311386.0
2022322,"Bhavani Heights, Yapral",Bhavani Heights,"3rd party, Property Science",,17.50621978,78.54053743,,6752.0,,Commercial Spaces,500087.0,Yapral,1108.0,,,no,7481216.0
2022323,"Bhavani Heights, Yapral",Bhavani Heights,"3rd party, Property Science",,17.50621978,78.54053743,,6752.0,,Commercial Spaces,500087.0,Yapral,1111.5,,,no,7504848.0
2022324,"fortune avenue, Yapral",fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,760.5,,,no,3042000.0
2022325,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,994.5,,,no,3978000.0
2022326,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,994.5,,,no,3978000.0
2022327,"fortune avenue, Yapral",fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,764.4,,,no,3057600.0
2022328,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,793.0,,,no,3172000.0
2022329,"Fortune avenue, Yapral",Fortune avenue,"3rd party, Property Science",,17.52062275,78.54616949,,4000.0,,Gated community / Apartment,500078.0,Yapral,789.75,,,no,3159000.0
2022332,"GK Sunflower Apartments, Manik Sai Enclave",GK Sunflower Apartments,"3rd party, Property Science",,17.49660469,78.54658992,,4800.0,,Stand Alone / Apartment,500094.0,Manik Sai Enclave,786.0,,,no,3772800.0
2022333,"GK Sunflower Apartments, Manik Sai Enclave",GK Sunflower Apartments,"3rd party, Property Science",,17.49660469,78.54658992,,4800.0,,Stand Alone / Apartment,500094.0,Manik Sai Enclave,812.5,,,no,3900000.0
2022334,"GKs Habitat Royale, Pedso 2",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6755.0,,Gated community / Apartment,500087.0,Pedso 2,1105.0,,,no,7464275.0
2022335,"GKs Habitat Royale, Pedso 2",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6755.0,,Gated community / Apartment,500087.0,Pedso 2,1220.0,,,no,8241100.0
2022336,"GKs Habitat Royale, Yapral",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6666.0,,Gated community / Apartment,500087.0,Yapral,747.5,,,no,4982835.0
2022337,"GKs Habitat Royale, Yapral",GKs Habitat Royale,"3rd party, Property Science",,17.510527,78.542567,,6666.0,,Gated community / Apartment,500087.0,Yapral,702.0,,,no,4679532.0
2022338,"Golf Pride Homes, Yapral",Golf Pride Homes,"3rd party, Property Science",,17.50621978,78.54053743,,4725.0,,Commercial Spaces,500087.0,Yapral,1900.0,,,no,8977500.0
2022339,"Golf Pride Homes, Yapral",Golf Pride Homes,"3rd party, Property Science",,17.50621978,78.54053743,,4725.0,,Commercial Spaces,500087.0,Yapral,1694.0,,,no,8004150.0
2022340,"gowthaminivas pedso phase2 colony, Yapral",gowthaminivas pedso phase2 colony,"3rd party, Property Science",,17.50621978,78.54053743,,7191.0,,Commercial Spaces,500087.0,Yapral,1533.0,,,no,11023803.0
2022341,"gowthaminivas pedso phase2 colony, Yapral",gowthaminivas pedso phase2 colony,"3rd party, Property Science",,17.50621978,78.54053743,,7191.0,,Commercial Spaces,500087.0,Yapral,1131.0,,,no,8133021.0
2022342,"Green Wood Residency, Yapral",Green Wood Residency,"3rd party, Property Science",,17.50621978,78.54053743,,5246.0,,Commercial Spaces,500087.0,Yapral,695.5,,,no,3648593.0
2022343,"Green Wood Residency, Yapral",Green Wood Residency,"3rd party, Property Science",,17.50621978,78.54053743,,5246.0,,Commercial Spaces,500087.0,Yapral,695.5,,,no,3648593.0
2022344,"Kalyans Raja Rajeshwari Residency, Yapral",Kalyans Raja Rajeshwari Residency,"3rd party, Property Science",,17.502031,78.542009,,5305.0,,Stand Alone / Apartment,500094.0,Yapral,1038.0,,,no,5506590.0
